ts,event_type,user_id,date_from,date_to,origin,destination,num_adults,num_children
2017-05-02 01:31:41,search,047cf7,2017-10-05,2017-10-12,DUB,MRS,1,0
2017-05-01 15:23:26,search,0ea7ea,2017-12-10,2017-12-12,MIA,NYC,1,0
2017-05-02 01:48:40,search,3abb3a,2017-05-30,2017-06-05,MRS,HOU,1,0
2017-05-01 16:04:16,search,1d1d76,2017-06-21,2017-06-25,MRS,ROM,3,0
2017-05-02 00:51:45,search,08fca6,2017-06-03,2017-06-14,PAR,HKT,5,0
2017-05-02 01:29:21,search,f5be40,2017-10-07,2017-10-29,PAR,JKT,2,0
2017-05-01 19:09:56,search,cd6b55,2017-06-14,2017-06-23,PAR,MNL,1,0
2017-05-01 19:22:12,search,e10c58,2017-08-12,2017-08-23,PAR,RIO,2,2
2017-05-01 20:05:35,search,9335e5,2017-06-16,2017-06-23,PAR,ROM,2,0
2017-05-01 12:57:41,search,eca1f7,2017-06-15,2017-06-19,PAR,TLS,1,0
2017-05-01 16:13:22,search,d4b0f7,2017-10-11,2017-10-26,PAR,YMQ,2,0
2017-05-02 02:18:34,search,5de2b1,2017-05-18,2017-05-20,BRU,MAD,1,0
2017-05-01 15:55:35,search,34481e,2017-07-28,2017-08-01,PAR,DXB,2,0
2017-05-01 15:09:49,search,a156cd,2017-05-28,2017-05-29,PAR,MRS,1,0
2017-05-01 20:07:08,search,487457,2017-05-21,2017-05-23,PAR,LON,4,2
2017-05-01 23:26:56,search,f2aecb,2017-05-24,2017-05-26,HAM,VCE,4,0
2017-05-01 23:08:54,search,1edd14,2017-05-18,2017-05-18,CGN,BER,2,1
2017-05-02 00:32:45,search,eff158,2017-11-16,2017-11-23,CGN,TCI,1,2
2017-05-01 20:38:58,search,29ff00,2017-07-07,2017-07-16,MUC,TLV,1,1
2017-05-01 23:27:13,search,338edc,2017-05-10,2017-06-17,HAM,CAI,1,0
2017-05-01 11:19:44,search,0f8dc4,2017-05-20,2017-05-28,BER,AYT,1,0
2017-05-01 16:30:19,search,443543,2017-05-09,2017-05-16,PAR,ALG,1,0
2017-05-01 22:14:09,search,3b30a1,2017-07-12,2017-07-14,CGN,MAD,1,0
2017-05-02 01:29:23,search,1a65fa,2017-06-16,2017-06-19,STR,BER,2,1
2017-05-02 01:41:10,search,f89a02,2017-06-08,2017-06-15,CDG,BCN,3,0
2017-05-01 16:58:39,search,77ba39,2017-10-14,2017-10-24,CDG,CAN,2,0
2017-05-01 16:07:31,search,747428,2018-02-15,2018-02-15,KUL,SYD,2,0
2017-05-02 01:52:13,search,7f760b,2017-09-06,2017-09-22,FRA,YYC,3,1
2017-05-01 14:47:03,search,a60c0c,2017-05-04,2017-05-04,MIL,ORY,1,0
2017-05-01 15:31:23,search,77b6ca,2017-05-18,2017-05-25,DUS,ALC,2,1
2017-05-01 15:21:11,search,d752ce,2017-11-01,2017-11-03,SXF,AMS,2,0
2017-05-01 22:30:54,search,053d38,2017-05-21,2017-05-26,CGN,LIS,2,0
2017-05-02 01:19:27,search,58a84f,2017-07-04,2017-07-08,HAM,VIE,1,0
2017-05-01 11:02:44,search,ab7049,2017-05-07,2017-05-11,DUS,VIE,1,0
2017-05-01 13:28:52,search,904f23,2017-05-05,2017-05-09,MUC,IST,2,0
2017-05-02 01:56:44,search,57def2,2017-06-01,2017-06-11,CDG,CAS,1,0
2017-05-02 00:44:18,search,fd9e77,2017-05-04,2017-05-05,LYS,TLS,2,0
2017-05-01 16:40:07,search,37fdf1,2017-06-21,2017-06-25,PAR,BER,1,0
2017-05-01 23:26:57,search,979265,2017-09-24,2017-10-13,ORY,OPO,2,1
2017-05-01 09:56:29,search,878a28,2017-05-22,2017-05-25,FRA,MAD,2,0
2017-05-02 00:24:35,search,4b848e,2017-05-15,2017-05-20,FRA,PMI,1,0
2017-05-01 18:25:39,search,a3ae62,2017-05-18,2017-05-23,MUC,IST,2,0
2017-05-01 22:34:57,search,91d18b,2017-09-25,2017-10-30,FRA,SFO,1,0
2017-05-01 17:05:19,search,755c4a,2017-08-09,2017-08-11,MUC,HAM,2,0
2017-05-02 02:24:24,search,614fc9,2017-05-07,2017-06-05,DUS,IST,1,1
2017-05-01 19:56:43,search,dca76b,2017-09-28,2017-10-10,TLS,REK,2,0
2017-05-01 21:52:21,search,21ec11,2017-06-17,2017-07-05,PAR,LIM,1,0
2017-05-02 00:00:27,search,7d55fb,2017-06-13,2017-06-13,YTO,CUN,1,0
2017-05-01 21:33:17,search,dfd4ab,2017-05-21,2017-05-24,DUS,MAD,2,0
2017-05-02 01:08:30,search,77e204,2017-06-01,2017-06-02,YUL,BOS,4,0
2017-05-02 00:53:34,search,135713,2017-09-08,2017-09-08,CDG,PHX,2,2
2017-05-02 01:10:59,search,e8f9a9,2017-10-03,2017-10-10,PAR,BCN,2,0
2017-05-02 04:06:34,search,bf8264,2017-05-27,2017-06-10,FRA,SGN,1,0
2017-05-02 01:59:34,search,b9619f,2017-09-09,2017-09-30,HAM,NBO,1,0
2017-05-02 02:01:23,search,b12d92,2017-05-09,2017-05-09,DMK,HKT,1,0
2017-05-01 21:05:47,search,5d3870,2017-05-10,2017-05-10,MAD,FRA,1,0
2017-05-01 18:10:05,search,2a1274,2017-11-27,2017-11-27,MUC,WAW,1,0
2017-05-01 22:28:30,search,c2b3a4,2017-05-20,2017-05-24,CGN,ROM,3,0
2017-05-02 01:06:08,search,1abd4c,2017-05-18,2017-05-21,LYS,LIS,2,0
2017-05-01 14:49:13,search,bf995f,2017-06-14,2017-06-16,ORY,VCE,2,0
2017-05-01 21:38:11,search,a19c53,2017-05-03,2017-05-05,TLS,OPO,2,0
2017-05-02 00:57:34,search,9095b0,2017-05-14,2017-05-14,PAR,LIS,1,1
2017-05-01 13:29:07,search,20e25a,2017-09-06,2017-09-26,MRS,BSB,1,0
2017-05-01 17:15:17,search,7101f7,2017-05-24,2017-05-27,PAR,LIS,1,0
2017-05-02 00:18:21,search,b60e7a,2017-05-11,2017-05-12,ORY,TLS,1,1
2017-05-01 20:19:38,search,264370,2017-07-26,2017-07-28,TYO,SIN,1,0
2017-05-01 20:22:34,search,612d1e,2017-08-03,2017-08-03,MUC,BUD,1,0
2017-05-02 02:29:33,search,e2673f,2017-08-06,2017-08-13,HAM,FRA,2,0
2017-05-02 00:54:39,search,02baaf,2017-05-31,2017-06-02,DUS,ZRH,2,0
2017-05-02 01:25:19,search,317b52,2017-09-30,2017-10-11,PAR,HAV,1,0
2017-05-01 23:24:50,search,1f9973,2017-07-05,2017-07-09,DUS,DXB,1,0
2017-05-01 21:37:48,search,fa8561,2017-07-01,2017-07-12,MUC,IZM,1,0
2017-05-01 14:51:54,search,745f8c,2017-05-31,2017-06-03,MRS,LON,1,0
2017-05-01 04:31:13,search,ac3b8c,2017-06-02,2017-06-02,TLS,TCI,2,0
2017-05-01 13:16:47,search,0753fb,2017-05-16,2017-05-19,BER,IST,1,0
2017-05-01 22:43:08,search,0142bf,2017-07-18,2017-07-31,DUS,HAV,1,0
2017-05-02 02:37:25,search,eeb572,2017-05-02,2017-05-06,FRA,AYT,1,0
2017-05-01 19:17:49,search,e8d628,2017-07-09,2017-08-14,HAM,BKK,1,0
2017-05-02 01:10:44,search,c2b9a4,2017-05-10,2017-05-10,STR,BUH,3,0
2017-05-01 16:54:45,search,71f56b,2017-12-19,2018-01-16,TXL,ZRH,1,0
2017-05-01 23:57:37,search,4384aa,2018-01-31,2018-02-23,LYS,LAD,1,0
2017-05-02 00:43:58,search,edd550,2017-06-07,2017-08-08,MRS,CAS,2,0
2017-05-01 15:25:46,search,73a318,2017-06-03,2017-06-07,DUS,PVG,1,0
2017-05-01 19:13:07,search,081713,2017-06-20,2017-06-27,PAR,ATH,2,0
2017-04-27 04:32:24,search,70d3c8,2017-08-30,2017-09-22,DUS,OPO,2,2
2017-04-27 17:21:16,search,f3cbf0,2017-07-04,2017-07-08,BER,ORY,1,0
2017-04-28 03:32:51,search,d377a3,2017-06-16,2017-07-28,HAM,SGN,1,0
2017-04-27 19:57:25,search,9a7629,2017-11-08,2017-11-29,MUC,REC,3,0
2017-04-28 01:17:12,search,2bb7c2,2017-09-12,2017-10-14,STR,IST,2,0
2017-04-27 17:08:47,search,fd66fd,2017-06-21,2017-06-24,STO,MUC,1,0
2017-04-27 16:17:43,search,3983f5,2017-05-20,2017-05-28,MRS,ALG,1,0
2017-04-27 17:45:08,search,f8d6c8,2017-08-01,2017-08-06,STR,MOW,2,0
2017-04-27 04:45:11,search,006d05,2017-08-27,2017-08-31,DUS,FCO,1,0
2017-04-27 23:22:29,search,af9fb6,2017-05-26,2017-05-26,MEL,PAR,1,0
2017-04-27 14:55:05,search,f52abd,2017-05-23,2017-05-26,BER,LON,1,0
2017-04-27 12:43:39,search,ead2a4,2017-05-10,2017-05-12,BER,NYC,1,0
2017-04-27 13:46:58,search,0e3f11,2017-05-17,2017-05-19,LYS,VCE,1,0
2017-04-27 13:57:01,search,b358c4,2017-10-05,2017-10-08,DUS,EDI,2,0
2017-04-27 14:37:57,search,58686b,2017-04-30,2017-04-30,LYS,CAS,1,0
2017-04-27 12:04:09,search,b3ddfa,2017-05-10,2017-05-30,LYS,BKK,1,0
2017-04-27 13:21:41,search,9d8596,2017-09-21,2017-09-30,MRS,MUC,1,0
2017-04-27 04:35:32,search,510da7,2017-05-24,2017-05-29,PAR,IEV,1,0
2017-04-27 13:19:27,search,72b164,2017-05-07,2017-05-07,BUD,HAM,1,0
2017-04-27 21:45:25,search,b7a9a7,2017-05-14,2017-05-19,FRA,LON,1,0
2017-04-27 16:17:45,search,c9db03,2017-05-18,2017-05-20,TLS,GVA,3,0
2017-04-27 22:19:34,search,8b6d4f,2017-07-18,2017-07-21,FRA,BCN,2,0
2017-04-27 13:53:47,search,788f5a,2017-06-22,2017-07-05,FRA,DPS,2,0
2017-04-27 15:27:44,search,1a8605,2017-06-21,2017-06-23,CGN,BER,2,0
2017-04-28 01:01:46,search,3fd331,2017-05-16,2017-05-16,TXL,DUS,1,0
2017-04-27 15:01:38,search,06cd9b,2017-07-20,2017-07-27,MRS,MIA,2,0
2017-04-27 15:40:16,search,92e756,2017-12-23,2018-01-02,FRA,DPS,3,0
2017-04-28 03:06:00,search,595b19,2017-09-21,2017-09-28,LYS,BCN,1,0
2017-04-27 12:58:10,search,b1e416,2017-06-26,2017-06-30,PAR,HAM,2,0
2017-04-27 22:11:01,search,47539b,2017-07-02,2017-07-10,PAR,NYC,1,0
2017-04-27 16:11:56,search,036cbb,2017-08-24,2017-09-14,CDG,NYC,3,0
2017-04-27 15:39:19,search,d7ff57,2017-08-01,2017-08-03,VIE,HAM,1,0
2017-04-27 16:02:39,search,e2f82d,2017-09-03,2017-10-04,CDG,SGN,1,0
2017-04-28 01:51:20,search,3ec461,2017-06-21,2017-06-29,VIE,DUS,1,0
2017-04-27 14:06:39,search,7f0e58,2017-05-21,2017-07-13,DEL,FRA,1,0
2017-04-27 05:25:38,search,45c8d9,2017-05-05,2017-05-12,DXB,DPS,1,0
2017-04-28 00:56:05,search,2c3717,2017-12-05,2017-12-15,LHR,BER,1,0
2017-04-27 12:24:44,search,d0ec6d,2017-05-17,2017-05-20,MUC,MAN,1,0
2017-04-27 21:56:28,search,759b4f,2017-05-15,2017-05-20,MUC,TLS,1,0
2017-04-27 18:26:56,search,4f483e,2017-04-29,2017-05-13,STR,IST,1,0
2017-04-27 11:26:58,search,55462a,2017-09-18,2017-10-12,PAR,GIG,1,0
2017-04-27 23:45:03,search,11db4b,2017-06-18,2017-06-22,TXL,LON,2,1
2017-04-27 20:58:13,search,4666b7,2017-05-03,2017-05-06,ORY,TLS,1,0
2017-04-28 01:40:04,search,04126a,2017-10-14,2017-10-27,IZM,FRA,1,0
2017-04-27 14:45:42,search,093f9b,2017-07-23,2017-07-23,CDG,LAX,2,0
2017-04-27 17:04:19,search,45fdf5,2017-10-23,2017-10-23,PAR,YMQ,1,0
2017-04-27 21:43:03,search,6f3676,2017-10-07,2017-10-19,SXF,HAV,2,0
2017-04-27 16:31:19,search,ee8975,2017-12-02,2017-12-12,MRS,AKL,2,0
2017-04-27 13:05:56,search,75c5de,2017-09-24,2017-10-03,PAR,DPS,4,0
2017-04-27 12:10:11,search,1dc8bd,2017-06-22,2017-06-24,LYS,ROM,2,0
2017-04-27 17:51:45,search,31c173,2017-10-05,2017-10-18,MUC,SAW,1,0
2017-04-28 00:27:58,search,5c51c7,2017-06-07,2017-06-08,BER,MUC,1,0
2017-04-27 20:37:06,search,72837e,2017-04-27,2017-05-09,NYC,MUC,1,0
2017-04-27 11:32:57,search,f64807,2017-11-04,2017-11-16,PAR,LIM,2,0
2017-04-28 03:46:05,search,52c5f4,2017-06-23,2017-06-26,BRU,LIS,2,0
2017-04-27 16:17:17,search,15de92,2017-09-27,2017-10-11,CGN,AGP,2,0
2017-04-27 13:56:28,search,625f1a,2017-05-29,2017-06-01,LYS,LHR,2,2
2017-04-28 03:42:06,search,f4c9ee,2017-09-18,2017-10-09,CDG,BKK,3,0
2017-04-27 14:39:57,search,79f087,2017-05-17,2017-05-22,HAM,NCE,1,0
2017-04-27 23:26:25,search,d3ec70,2017-06-04,2017-07-04,BER,SYD,1,0
2017-04-27 15:56:40,search,cccddb,2017-08-22,2017-08-25,DUS,TXL,1,0
2017-04-27 10:51:06,search,bbb8cb,2017-09-18,2017-09-25,LYS,VCE,1,1
2017-04-27 17:48:36,search,332910,2017-05-10,2017-05-12,MUC,AMS,2,0
2017-04-27 11:40:39,search,40eda5,2017-06-28,2017-06-30,LYS,LIS,1,0
2017-04-27 22:36:15,search,637d5c,2017-05-31,2017-06-04,TLS,MRS,1,0
2017-04-27 23:59:35,search,226971,2017-06-15,2017-06-18,PAR,LIS,4,1
2017-04-27 21:58:24,search,0a42b1,2017-10-06,2017-10-30,STR,YTO,2,0
2017-04-27 23:54:05,search,405fec,2017-08-30,2017-10-12,DUS,ADB,2,1
2017-04-27 15:15:58,search,309f5f,2017-05-09,2017-05-13,MRS,OPO,2,0
2017-04-27 19:29:59,search,df7cc8,2017-05-17,2017-05-19,DUS,MUC,1,0
2017-04-27 22:10:43,search,eb0aa8,2017-05-10,2017-05-10,CGN,SAW,3,0
2017-04-27 11:58:27,search,9cb5ed,2017-08-31,2017-09-03,AMS,MRS,2,0
2017-04-27 18:47:57,search,320ff8,2017-07-13,2017-07-16,MRS,LON,1,0
2017-04-27 23:58:17,search,6c65be,2017-10-06,2017-10-20,MRS,ALG,1,0
2017-04-27 20:23:24,search,f26d1f,2017-05-14,2017-05-22,TLS,BRU,2,0
2017-04-27 18:01:40,search,21878c,2017-04-29,2017-05-03,DUS,PMI,1,0
2017-04-28 00:16:17,search,b94f3f,2017-07-12,2017-07-15,DUS,ARN,6,0
2017-04-27 11:50:10,search,fa7d21,2017-04-28,2017-05-06,BER,IST,1,0
2017-04-27 15:30:38,search,2ec1b7,2017-06-12,2017-06-12,BER,BRU,2,0
2017-04-27 20:25:04,search,1c3257,2017-05-17,2017-05-19,DUS,HAM,3,0
2017-04-27 12:32:37,search,31ab27,2017-06-21,2017-06-25,FRA,NYC,2,0
2017-04-27 20:46:40,search,879a31,2017-08-18,2017-08-25,LYS,PPT,4,0
2017-04-27 21:49:10,search,624944,2017-08-16,2017-08-23,ORY,VCE,2,0
2017-04-27 13:18:03,search,e63698,2017-06-21,2017-06-25,BER,PMI,4,0
2017-04-27 18:20:33,search,1b65c1,2017-05-02,2017-05-02,ALC,TXL,1,0
2017-04-27 16:24:32,search,7c0d36,2017-10-14,2017-11-06,AMS,YYC,1,0
2017-04-27 14:24:27,search,32572c,2017-11-16,2017-11-19,BER,FCO,2,0
2017-04-27 16:37:31,search,92c5e0,2017-10-15,2017-10-22,BER,LAS,1,0
2017-04-28 01:10:10,search,6ca423,2017-12-22,2018-01-15,BER,MEX,4,0
2017-04-27 13:29:34,search,314ea7,2017-09-22,2017-10-08,BUD,KUL,1,0
2017-04-27 17:59:47,search,dca62c,2017-11-18,2017-11-18,BUE,MUC,2,0
2017-04-27 19:08:39,search,73fd41,2017-05-04,2017-05-04,DUS,LIS,1,0
2017-04-28 02:07:51,search,0a959f,2017-06-18,2017-07-17,FRA,BZE,1,0
2017-04-27 23:48:09,search,234e93,2017-08-04,2017-08-30,FRA,NBO,1,0
2017-04-27 05:30:04,search,fd5ecc,2017-07-05,2017-07-08,HAM,PAR,2,0
2017-04-28 02:12:47,search,3ca4d2,2017-10-11,2017-10-11,MAD,HAM,1,0
2017-04-27 12:17:45,search,01166a,2017-11-06,2017-11-26,MUC,LAS,1,0
2017-04-27 18:48:09,search,69def6,2017-08-08,2017-08-22,MUC,YYZ,1,0
2017-04-27 16:17:25,search,45854b,2017-08-05,2017-10-31,SHA,FRA,2,0
2017-04-27 21:11:50,search,5f671b,2017-06-10,2017-06-17,PAR,ORL,1,0
2017-04-27 06:14:28,search,4ce36e,2017-05-09,2017-05-12,FRA,ADB,1,0
2017-04-27 21:16:13,search,94d781,2017-08-30,2017-09-06,BER,BKK,1,0
2017-04-27 13:33:45,search,19f6ab,2017-05-19,2017-05-19,LON,HAM,1,0
2017-04-27 18:57:57,search,36ffa6,2017-06-22,2017-06-27,HAM,BZE,2,0
2017-04-27 18:55:21,search,88ff2b,2017-05-17,2017-05-20,LON,EDI,2,0
2017-04-27 11:39:11,search,d86ad8,2017-12-15,2017-12-29,MUC,CUN,2,0
2017-04-28 01:33:10,search,39c812,2017-09-22,2017-10-04,CDG,BCN,3,1
2017-04-27 13:31:01,search,4640e4,2018-04-03,2018-04-13,PAR,BKK,1,1
2017-04-27 13:31:01,search,4640e4,2018-04-05,2018-04-15,PAR,BKK,1,1
2017-04-27 18:43:05,search,9fa35b,2017-07-22,2017-07-22,BER,PAR,1,0
2017-04-27 16:45:16,search,ffc202,2017-07-30,2017-08-13,BWI,STR,1,0
2017-04-28 04:02:37,search,241ce6,2017-11-16,2017-11-27,DUS,ALC,3,1
2017-04-27 11:00:34,search,015b5d,2017-05-15,2017-05-22,FRA,AUH,2,1
2017-04-27 15:00:41,search,0b5851,2017-09-12,2017-10-10,FRA,BKK,2,2
2017-04-27 16:35:28,search,151939,2018-03-11,2018-03-11,MAD,HAM,1,0
2017-04-27 16:53:30,search,6222f1,2017-08-09,2017-08-09,MDE,BOG,1,0
2017-04-27 23:13:47,search,b4f5ec,2018-03-21,2018-04-18,MUC,HKT,2,0
2017-04-27 13:45:15,search,6718ba,2017-05-16,2017-05-19,MUC,LIS,1,0
2017-04-27 12:44:57,search,f9e576,2017-11-07,2017-11-13,STR,SYD,1,0
2017-04-27 19:45:13,search,462198,2017-05-04,2017-10-06,PAR,AGP,2,2
2017-04-27 15:31:54,search,3afdb4,2017-05-02,2017-05-10,BER,BKK,1,0
2017-04-27 15:32:27,search,cbc42b,2017-05-18,2017-05-26,BER,LIS,2,0
2017-04-27 16:40:09,search,b470c4,2017-05-06,2017-05-15,DUS,PMI,1,0
2017-04-27 12:46:12,search,6d959b,2017-09-25,2017-10-02,DUS,VCE,1,2
2017-04-27 13:04:51,search,46cb60,2017-08-22,2017-09-07,DUS,YMQ,1,0
2017-04-27 18:16:08,search,6a8171,2017-06-21,2017-07-06,FRA,MIA,2,0
2017-04-27 11:04:54,search,d88ef0,2017-09-04,2017-09-20,FRA,NYC,4,0
2017-04-27 20:14:41,search,61d481,2017-06-29,2017-07-06,FRA,PMI,2,0
2017-04-27 19:58:05,search,1d975f,2017-07-30,2017-08-10,HAM,ROM,1,0
2017-04-27 16:58:21,search,1ce981,2017-08-17,2017-08-23,MUC,PMI,1,0
2017-04-28 01:00:30,search,9f628b,2017-08-16,2017-08-18,STR,BUD,1,0
2017-04-27 17:06:16,search,521eaf,2017-12-16,2017-12-20,HAM,PMI,7,0
2017-04-27 22:44:29,search,c63ff4,2017-09-18,2017-10-11,CDG,DPS,1,0
2017-04-27 12:54:38,search,aecf4b,2017-05-13,2017-05-16,FRA,CDG,2,0
2017-04-27 18:56:11,search,bc2b5f,2017-05-20,2017-05-25,MUC,AMS,1,0
2017-04-28 01:56:25,search,5ebb7f,2017-05-10,2017-05-13,PAR,ALG,1,1
2017-04-27 10:24:15,search,7c546c,2017-04-28,2017-04-28,LYS,CAS,3,0
2017-04-27 13:10:19,search,1140a0,2017-06-15,2017-06-15,STR,LIS,6,0
2017-04-28 02:50:58,search,efc390,2017-05-16,2017-05-17,ORY,LIS,2,0
2017-04-27 19:10:57,search,a27daf,2017-05-16,2017-05-19,FRA,LPA,2,0
2017-04-27 20:14:13,search,d0ed84,2017-08-02,2017-08-05,FRA,MRS,2,1
2017-04-27 14:05:50,search,dd3f6a,2017-05-05,2017-05-27,HAM,EZE,2,0
2017-04-27 16:07:49,search,ab8988,2017-07-16,2017-07-16,PAR,VCE,6,0
2017-04-27 18:29:56,search,681f48,2017-12-15,2017-12-29,FRA,LPA,2,0
2017-04-28 01:26:54,search,8c43bc,2017-07-18,2017-08-03,MUC,TLV,1,0
2017-04-27 10:41:36,search,d527bf,2017-06-02,2017-06-05,TLS,MXP,2,0
2017-04-27 15:00:09,search,52cd47,2017-06-04,2017-06-07,MUC,BER,1,0
2017-04-27 19:48:06,search,81c6d0,2017-08-25,2017-08-29,CGN,ALC,4,0
2017-04-27 19:46:45,search,83575f,2017-06-27,2017-06-30,ORY,OPO,1,0
2017-04-28 01:09:49,search,bfffb4,2017-09-02,2017-09-17,BER,AGP,2,1
2017-04-27 21:11:17,search,341072,2017-05-16,2017-05-16,HAM,ATH,2,0
2017-04-27 12:27:36,search,cee2d6,2017-08-02,2017-08-26,PAR,CDG,1,0
2017-04-27 14:54:40,search,8c2309,2017-06-20,2017-06-28,ORY,CPH,6,0
2017-04-27 12:25:58,search,058bda,2017-11-02,2017-11-10,LIS,DUS,2,0
2017-04-27 22:51:02,search,7c4207,2017-08-24,2017-10-20,CDG,CAI,2,1
2017-04-27 13:33:12,search,816c11,2017-10-19,2017-10-26,BER,BKK,1,0
2017-04-27 20:39:41,search,0597e9,2017-09-21,2017-10-12,CDG,DPS,3,2
2017-04-27 14:08:27,search,01e3c4,2017-05-03,2017-05-15,HAM,IST,1,0
2017-04-27 15:23:20,search,fbb24a,2017-05-29,2017-06-11,PAR,THR,1,0
2017-04-27 16:33:05,search,3b91b5,2017-08-22,2017-08-22,LYS,OPO,3,1
2017-04-27 19:22:37,search,7b0fca,2017-04-28,2017-04-28,MUC,MOW,1,0
2017-04-27 14:01:57,search,6eb55f,2017-12-09,2017-12-14,DUS,DXB,6,0
2017-04-27 21:03:45,search,dedf6c,2017-09-19,2017-09-19,MSP,PDX,4,0
2017-04-27 11:43:45,search,94821c,2017-07-22,2017-07-25,SXF,BCN,1,0
2017-04-27 15:13:25,search,cdce15,2017-05-07,2017-05-07,MUC,SAW,1,0
2017-04-27 16:35:33,search,82963b,2017-06-20,2017-06-28,GVA,BCN,1,1
2017-04-27 04:28:33,search,3e44b3,2017-09-16,2017-10-15,BCN,ALG,3,2
2017-04-27 19:13:47,search,00a19b,2017-05-30,2017-06-13,FRA,BKK,2,1
2017-04-27 21:57:33,search,e300fe,2017-11-16,2017-11-23,CGN,PMI,4,0
2017-04-27 15:04:41,search,ebe184,2017-05-01,2017-05-01,BER,FRA,1,0
2017-04-27 20:55:17,search,18b832,2017-05-08,2017-05-15,HAM,MIA,1,0
2017-04-27 18:52:21,search,842f0f,2017-05-08,2017-05-11,PAR,GVA,1,0
2017-04-27 15:22:04,search,1479dc,2017-06-21,2017-06-30,PAR,CPT,1,0
2017-04-28 01:55:20,search,b72778,2017-09-14,2017-09-27,PAR,IST,1,0
2017-04-27 22:11:28,search,c6d246,2018-02-24,2018-03-17,LYS,MAA,1,0
2017-04-27 22:26:52,search,0e95e5,2017-05-17,2017-05-20,BER,CGN,3,0
2017-04-27 20:47:43,search,86a465,2017-04-28,2017-05-11,LON,HNL,1,0
2017-04-27 19:24:40,search,af0086,2017-10-20,2017-10-20,LON,MUC,2,0
2017-04-27 23:04:20,search,8652a4,2018-02-07,2018-02-22,STR,GRU,2,2
2017-04-28 02:15:00,search,44ed27,2017-05-23,2017-07-13,JFK,LOS,1,0
2017-04-27 21:09:22,search,1037d5,2017-10-29,2017-11-10,FRA,LAS,2,0
2017-04-27 19:17:15,search,572a83,2018-03-28,2018-04-17,DUS,HKT,2,0
2017-04-27 16:34:44,search,c08855,2017-05-17,2017-05-20,TLS,LON,2,0
2017-04-27 17:21:03,search,358377,2017-05-13,2017-05-15,STR,MIL,1,0
2017-04-27 13:25:18,search,cb925a,2017-08-19,2017-08-29,DUS,LHR,1,0
2017-04-27 12:31:45,search,b6fe1d,2017-09-22,2017-10-02,FRA,PMI,1,0
2017-04-27 19:04:39,search,49257c,2017-11-07,2017-11-21,FRA,NYC,1,0
2017-04-27 10:29:22,search,76c503,2017-06-27,2017-07-16,FRA,DEN,1,0
2017-04-27 17:14:01,search,c59811,2017-07-26,2017-07-28,MUC,BUD,1,0
2017-04-27 19:28:59,search,a61303,2017-08-16,2017-08-18,STR,AMS,1,0
2017-04-27 23:30:29,search,efb1e5,2017-08-05,2017-08-15,PAR,SEL,1,0
2017-04-27 15:04:03,search,302fb9,2017-08-18,2017-08-27,CDG,LAS,1,0
2017-04-27 19:52:36,search,c0095d,2017-05-10,2017-05-11,TLS,PAR,1,0
2017-04-27 14:59:13,search,60a02d,2017-05-18,2017-05-25,MUC,LPA,2,1
2017-04-27 18:47:35,search,7f6061,2017-04-28,2017-04-28,MOW,FRA,1,0
2017-04-27 13:01:08,search,2e5480,2017-07-17,2017-07-20,FRA,ARN,3,0
2017-04-27 23:09:14,search,90cde4,2017-09-05,2017-09-09,AMS,BUH,2,0
2017-04-27 04:40:46,search,9aec7b,2017-10-19,2017-11-16,DUS,ANK,2,0
2017-04-28 00:16:45,search,21fee2,2017-09-20,2017-09-20,FRA,NYC,3,0
2017-04-28 02:23:56,search,e42974,2017-05-17,2017-05-20,TLS,PAR,2,0
2017-04-27 05:34:19,search,6a8341,2017-08-17,2017-09-08,PAR,ATH,2,0
2017-04-27 21:38:08,search,6dbd6d,2017-05-20,2017-06-23,OSL,NAN,1,0
2017-04-27 17:58:36,search,cfd2ce,2017-05-30,2017-06-16,BER,SAO,1,0
2017-04-27 10:22:24,search,7ade86,2017-05-09,2017-05-28,FRA,DPS,2,0
2017-04-27 17:11:24,search,5dacdb,2017-05-18,2017-05-23,BER,BUD,2,0
2017-04-27 18:43:36,search,cc9e05,2018-02-03,2018-02-24,FRA,MCO,3,0
2017-04-27 14:08:42,search,5064f5,2017-04-27,2017-04-29,ORY,OPO,2,0
2017-04-27 19:08:24,search,6873c0,2017-06-27,2017-06-30,PAR,MRS,2,0
2017-04-27 15:25:23,search,b7ecbc,2017-04-27,2017-04-27,CGN,IEV,1,0
2017-04-27 23:46:03,search,999500,2017-07-01,2017-07-09,LIS,HAM,1,0
2017-04-27 22:29:07,search,7e143f,2017-06-07,2017-06-11,LYS,AMS,2,0
2017-04-27 20:01:26,search,9a4696,2017-05-20,2017-05-23,HAM,LON,2,0
2017-04-28 02:59:03,search,26648d,2017-05-04,2017-05-19,DUS,SAW,1,0
2017-04-27 06:58:22,search,4dd693,2017-06-20,2017-07-04,NCE,TLV,2,0
2017-04-27 07:58:45,search,e67a07,2017-04-27,2017-05-05,LON,LYS,1,0
2017-04-27 22:21:58,search,6ae9c0,2017-06-01,2017-06-01,AGP,FRA,1,0
2017-04-27 21:41:08,search,58ae67,2017-05-29,2017-05-29,BUD,BER,1,0
2017-04-27 21:03:28,search,e4de87,2017-10-02,2017-10-25,PAR,OPO,2,0
2017-04-27 21:03:37,search,e0c42a,2017-07-26,2017-07-26,PAR,BER,2,0
2017-04-27 17:22:36,search,044633,2017-12-03,2017-12-03,PAR,IST,1,0
